id,Hazard
21123,0.08
21124,0.0
21128,0.08
21129,0.04
21130,0.08
21134,0.04
21135,0.16
21136,0.08
21137,0.12
21139,0.16
21144,0.04
21149,0.04
21150,0.08
21151,0.04
21152,0.04
21154,0.04
21155,0.12
21156,0.0
21158,0.2
21159,0.08
21160,0.12
21164,0.24
21166,0.0
21167,0.04
21170,0.16
21171,0.08
21174,0.12
21176,0.2
21177,0.16
21178,0.12
21179,0.28
21185,0.12
21188,0.08
21190,0.04
21192,0.12
21193,0.2
21194,0.16
21197,0.16
21199,0.08
21200,0.12
21201,0.08
21202,0.12
21203,0.12
21206,0.16
21207,0.08
21210,0.12
21212,0.16
21213,0.24
21214,0.04
21216,0.08
21220,0.08
21222,0.28
21223,0.04
21224,0.04
21225,0.16
21226,0.16
21227,0.16
21229,0.0
21231,0.12
21232,0.08
21237,0.2
21238,0.04
21239,0.12
21241,0.04
21244,0.2
21245,0.12
21247,0.2
21251,0.04
21252,0.2
21256,0.2
21257,0.12
21258,0.12
21261,0.16
21262,0.16
21263,0.2
21264,0.08
21265,0.24
21266,0.28
21269,0.16
21270,0.08
21271,0.12
21272,0.12
21274,0.12
21275,0.12
21277,0.2
21279,0.16
21280,0.2
21282,0.16
21289,0.12
21291,0.08
21296,0.08
21299,0.24
21300,0.04
21301,0.2
21303,0.16
21306,0.08
21307,0.08
21308,0.08
21311,0.12
21312,0.2
21317,0.12
21321,0.12
21323,0.08
21324,0.04
21325,0.24
21328,0.12
21329,0.08
21330,0.0
21333,0.2
21334,0.04
21335,0.12
21336,0.2
21339,0.12
21341,0.04
21343,0.2
21344,0.0
21346,0.08
21348,0.04
21350,0.08
21354,0.04
21357,0.24
21359,0.12
21363,0.32
21365,0.04
21366,0.08
21368,0.04
21370,0.04
21378,0.12
21380,0.12
21387,0.12
21388,0.12
21391,0.08
21392,0.2
21394,0.04
21396,0.04
21397,0.16
21399,0.04
21401,0.04
21403,0.04
21404,0.16
21406,0.08
21407,0.12
21408,0.2
21409,0.08
21411,0.16
21412,0.0
21413,0.04
21417,0.16
21419,0.12
21420,0.16
21423,0.0
21424,0.2
21425,0.08
21426,0.08
21428,0.0
21431,0.12
21434,0.24
21435,0.12
21436,0.04
21437,0.04
21440,0.2
21442,0.16
21443,0.32
21444,0.08
21446,0.16
21447,0.12
21452,0.04
21453,0.08
21454,0.04
21455,0.12
21456,0.04
21457,0.08
21459,0.12
21463,0.12
21465,0.04
21474,0.24
21475,0.2
21476,0.08
21477,0.12
21478,0.12
21479,0.08
21480,0.32
21481,0.04
21482,0.12
21484,0.04
21485,0.12
21487,0.16
21488,0.08
21490,0.08
21491,0.08
21493,0.12
21498,0.08
21503,0.08
21504,0.08
21506,0.28
21512,0.16
21513,0.16
21515,0.0
21519,0.2
21521,0.12
21523,0.08
21528,0.16
21530,0.04
21531,0.16
21536,0.12
21537,0.2
21538,0.0
21549,0.24
21551,0.08
21553,0.0
21555,0.04
21556,0.08
21560,0.2
21561,0.12
21563,0.08
21564,0.16
21567,0.08
21568,0.0
21570,0.04
21572,0.08
21573,0.08
21576,0.08
21577,0.04
21580,0.0
21582,0.08
21584,0.08
21585,0.12
21587,0.04
21589,0.16
21594,0.16
21597,0.08
21598,0.12
21603,0.4
21606,0.24
21607,0.0
21609,0.16
21611,0.08
21612,0.08
21613,0.16
21616,0.36
21617,0.16
21618,0.12
21619,0.12
21623,0.08
21624,0.2
21625,0.08
21626,0.08
21627,0.12
21628,0.08
21629,0.08
21630,0.16
21631,0.2
21633,0.08
21635,0.2
21636,0.2
21637,0.04
21639,0.12
21640,0.2
21641,0.16
21642,0.12
21648,0.16
21649,0.04
21650,0.12
21651,0.12
21656,0.16
21658,0.16
21661,0.16
21662,0.2
21663,0.16
21665,0.08
21667,0.08
21674,0.24
21679,0.16
21680,0.12
21682,0.16
21683,0.08
21686,0.08
21687,0.16
21688,0.2
21690,0.08
21691,0.08
21692,0.08
21695,0.12
21697,0.12
21698,0.12
21699,0.12
21702,0.0
21703,0.08
21705,0.12
21706,0.2
21708,0.08
21709,0.12
21710,0.12
21711,0.16
21712,0.0
21713,0.08
21715,0.12
21718,0.16
21720,0.04
21722,0.12
21724,0.2
21728,0.12
21729,0.16
21730,0.2
21731,0.08
21732,0.08
21733,0.0
21737,0.04
21738,0.2
21739,0.16
21742,0.04
21746,0.12
21747,0.08
21754,0.04
21756,0.12
21757,0.28
21758,0.08
21759,0.12
21760,0.16
21765,0.08
21766,0.16
21767,0.12
21769,0.12
21777,0.04
21778,0.12
21781,0.04
21783,0.08
21784,0.2
21785,0.16
21786,0.04
21787,0.08
21788,0.04
21792,0.12
21793,0.16
21795,0.2
21796,0.2
21798,0.08
21799,0.04
21800,0.16
21808,0.16
21810,0.16
21814,0.12
21816,0.12
21817,0.04
21822,0.16
21825,0.0
21826,0.12
21827,0.12
21828,0.24
21831,0.08
21832,0.0
21837,0.0
21838,0.04
21839,0.08
21841,0.04
21842,0.24
21845,0.08
21847,0.08
21848,0.24
21850,0.08
21853,0.16
21855,0.04
21856,0.08
21859,0.08
21862,0.12
21863,0.48
21865,0.12
21867,0.12
21868,0.08
21869,0.0
21872,0.08
21878,0.0
21884,0.2
21886,0.12
21889,0.16
21890,0.0
21893,0.08
21894,0.12
21895,0.0
21898,0.16
21900,0.08
21902,0.08
21904,0.12
21906,0.12
21907,0.12
21908,0.04
21913,0.08
21914,0.08
21916,0.12
21918,0.2
21920,0.32
21921,0.0
21922,0.08
21923,0.12
21924,0.2
21925,0.08
21926,0.08
21927,0.12
21931,0.04
21942,0.12
21948,0.12
21950,0.24
21955,0.08
21957,0.12
21959,0.08
21960,0.16
21961,0.16
21964,0.12
21965,0.12
21967,0.2
21968,0.16
21969,0.16
21972,0.04
21975,0.04
21976,0.24
21978,0.24
21979,0.08
21980,0.12
21981,0.2
21982,0.08
21984,0.16
21987,0.0
21988,0.04
21989,0.12
21990,0.12
21991,0.08
21992,0.12
21994,0.08
21996,0.08
21997,0.12
22002,0.32
22003,0.12
22006,0.2
22007,0.08
22008,0.08
22009,0.08
22011,0.12
22013,0.0
22016,0.08
22018,0.04
22021,0.0
22022,0.08
22031,0.24
22034,0.2
22035,0.12
22037,0.24
22038,0.2
22040,0.2
22041,0.12
22042,0.12
22043,0.2
22044,0.08
22045,0.12
22047,0.0
22048,0.2
22050,0.08
22052,0.08
22053,0.2
22058,0.08
22060,0.12
22065,0.0
22067,0.08
22071,0.04
22073,0.0
22074,0.12
22076,0.04
22079,0.08
22080,0.04
22081,0.2
22082,0.08
22090,0.08
22091,0.04
22092,0.12
22095,0.12
22096,0.12
22099,0.16
22105,0.12
22107,0.16
22109,0.16
22110,0.08
22111,0.08
22112,0.2
22114,0.2
22115,0.12
22117,0.2
22118,0.12
22120,0.12
22123,0.16
22124,0.24
22125,0.08
22128,0.12
22129,0.16
22132,0.08
22133,0.2
22137,0.12
22140,0.24
22143,0.2
22144,0.08
22146,0.2
22147,0.12
22149,0.08
22154,0.16
22155,0.08
22156,0.08
22164,0.08
22165,0.12
22166,0.12
22167,0.04
22168,0.0
22173,0.12
22174,0.16
22175,0.08
22176,0.12
22178,0.12
22180,0.04
22182,0.08
22184,0.16
22185,0.04
22186,0.12
22187,0.24
22188,0.2
22192,0.08
22198,0.16
22203,0.08
22208,0.12
22210,0.2
22212,0.0
22214,0.16
22215,0.12
22216,0.08
22217,0.04
22218,0.12
22223,0.16
22229,0.2
22231,0.16
22232,0.12
22235,0.12
22237,0.08
22239,0.16
22241,0.12
22242,0.08
22243,0.24
22247,0.08
22253,0.16
22257,0.08
22258,0.0
22259,0.08
22260,0.12
22261,0.16
22262,0.28
22267,0.08
22268,0.0
22276,0.08
22277,0.16
22281,0.0
22282,0.0
22283,0.12
22285,0.2
22288,0.16
22289,0.04
22292,0.24
22293,0.12
22294,0.04
22295,0.08
22296,0.16
22303,0.08
22304,0.16
22305,0.04
22309,0.08
22310,0.2
22312,0.08
22314,0.12
22315,0.12
22317,0.12
22318,0.16
22319,0.16
22321,0.04
22322,0.28
22323,0.04
22326,0.12
22327,0.16
22329,0.12
22331,0.24
22333,0.08
22337,0.04
22338,0.08
22341,0.12
22345,0.12
22346,0.2
22348,0.04
22350,0.04
22351,0.04
22353,0.24
22354,0.16
22357,0.16
22358,0.08
22360,0.16
22365,0.04
22369,0.08
22370,0.08
22372,0.0
22380,0.16
22385,0.12
22387,0.16
22388,0.08
22389,0.24
22390,0.12
22396,0.12
22397,0.12
22398,0.12
22401,0.08
22407,0.04
22408,0.16
22410,0.04
22411,0.12
22412,0.12
22415,0.12
22416,0.04
22418,0.2
22420,0.08
22421,0.08
22422,0.16
22425,0.16
22427,0.32
22428,0.08
22429,0.16
22432,0.08
22433,0.2
22435,0.04
22436,0.04
22438,0.2
22439,0.08
22441,0.12
22444,0.0
22445,0.16
22448,0.08
22449,0.08
22451,0.04
22452,0.04
22453,0.2
22454,0.16
22457,0.2
22459,0.12
22460,0.08
22462,0.12
22464,0.2
22466,0.08
22467,0.04
22468,0.08
22469,0.16
22471,0.16
22472,0.04
22474,0.12
22477,0.12
22480,0.2
22481,0.12
22482,0.04
22483,0.12
22484,0.12
22485,0.16
22487,0.08
22491,0.08
22494,0.12
22496,0.08
22501,0.24
22505,0.04
22508,0.12
22513,0.08
22515,0.08
22516,0.16
22521,0.08
22522,0.08
22523,0.12
22524,0.12
22525,0.08
22527,0.16
22528,0.08
22529,0.12
22530,0.08
22531,0.24
22532,0.2
22533,0.16
22535,0.04
22537,0.04
22538,0.04
22539,0.12
22541,0.16
22542,0.08
22543,0.04
22544,0.28
22545,0.16
22547,0.16
22548,0.08
22551,0.0
22552,0.24
22559,0.0
22560,0.08
22561,0.12
22562,0.16
22564,0.08
22566,0.08
22569,0.04
22570,0.16
22571,0.16
22573,0.12
22577,0.2
22578,0.12
22580,0.08
22581,0.12
22585,0.08
22586,0.12
22587,0.12
22588,0.08
22593,0.0
22597,0.16
22598,0.04
22599,0.16
22600,0.28
22601,0.12
22602,0.12
22603,0.08
22604,0.12
22607,0.04
22608,0.08
22611,0.28
22613,0.04
22615,0.16
22617,0.08
22619,0.16
22621,0.16
22626,0.12
22628,0.08
22630,0.12
22632,0.04
22633,0.16
22634,0.08
22636,0.08
22639,0.12
22641,0.08
22646,0.2
22651,0.04
22653,0.08
22654,0.08
22658,0.24
22659,0.16
22660,0.12
22661,0.12
22664,0.2
22668,0.04
22670,0.16
22672,0.12
22674,0.2
22678,0.0
22681,0.24
22682,0.16
22683,0.24
22684,0.12
22685,0.0
22687,0.12
22692,0.12
22695,0.04
22697,0.04
22699,0.16
22702,0.04
22703,0.24
22706,0.12
22707,0.24
22708,0.12
22711,0.16
22712,0.32
22715,0.16
22717,0.16
22723,0.28
22724,0.12
22725,0.12
22726,0.12
22727,0.08
22731,0.2
22732,0.32
22734,0.08
22737,0.04
22739,0.16
22740,0.24
22744,0.08
22746,0.16
22747,0.12
22749,0.12
22750,0.08
22754,0.16
22755,0.08
22757,0.04
22759,0.04
22760,0.0
22761,0.4
22763,0.12
22764,0.24
22765,0.2
22766,0.08
22767,0.08
22769,0.08
22770,0.08
22773,0.12
22774,0.12
22778,0.12
22779,0.08
22782,0.12
22784,0.2
22788,0.08
22789,0.08
22790,0.04
22791,0.12
22795,0.12
22798,0.08
22801,0.16
22804,0.12
22806,0.12
22808,0.16
22811,0.12
22812,0.2
22816,0.12
22818,0.04
22819,0.08
22822,0.12
22824,0.12
22825,0.0
22828,0.12
22829,0.08
22830,0.04
22832,0.16
22834,0.24
22836,0.2
22841,0.2
22843,0.12
22848,0.04
22850,0.08
22855,0.16
22856,0.04
22857,0.04
22858,0.08
22861,0.24
22862,0.08
22867,0.04
22868,0.12
22870,0.04
22874,0.2
22876,0.12
22877,0.16
22878,0.12
22879,0.16
22880,0.08
22881,0.24
22882,0.16
22883,0.12
22884,0.0
22888,0.08
22891,0.08
22892,0.08
22893,0.08
22895,0.04
22896,0.2
22897,0.0
22898,0.28
22899,0.12
22902,0.24
22904,0.04
22906,0.16
22907,0.04
22908,0.12
22909,0.12
22910,0.04
22913,0.12
22915,0.16
22916,0.04
22918,0.12
22919,0.08
22921,0.2
22923,0.04
22929,0.32
22930,0.12
22932,0.08
22933,0.08
22934,0.12
22936,0.04
22939,0.16
22942,0.04
22943,0.04
22944,0.0
22946,0.0
22947,0.04
22949,0.16
22967,0.08
22968,0.12
22970,0.24
22972,0.04
22974,0.16
22977,0.04
22978,0.12
22979,0.08
22983,0.08
22987,0.16
22990,0.0
22991,0.08
22992,0.08
22993,0.12
22997,0.08
22998,0.2
23000,0.24
23002,0.16
23003,0.2
23004,0.08
23005,0.12
23007,0.24
23008,0.16
23009,0.12
23013,0.24
23014,0.16
23015,0.12
23017,0.08
23018,0.08
23019,0.08
23020,0.16
23021,0.2
23022,0.12
23023,0.04
23025,0.08
23026,0.08
23027,0.2
23028,0.16
23029,0.08
23030,0.08
23032,0.16
23033,0.08
23037,0.12
23038,0.04
23040,0.2
23042,0.12
23043,0.16
23044,0.0
23045,0.12
23046,0.2
23048,0.24
23050,0.08
23051,0.2
23054,0.12
23058,0.08
23060,0.12
23062,0.08
23065,0.2
23066,0.04
23067,0.2
23070,0.24
23072,0.04
23073,0.32
23079,0.16
23080,0.2
23086,0.08
23087,0.2
23088,0.16
23089,0.12
23091,0.04
23094,0.32
23095,0.08
23096,0.16
23099,0.08
23100,0.2
23102,0.12
23106,0.16
23109,0.08
23115,0.0
23116,0.16
23118,0.08
23121,0.0
23123,0.08
23126,0.0
23127,0.12
23128,0.16
23129,0.08
23131,0.08
23132,0.28
23133,0.16
23134,0.0
23135,0.04
23137,0.32
23138,0.2
23141,0.16
23143,0.2
23144,0.12
23146,0.0
23147,0.16
23151,0.04
23152,0.24
23153,0.24
23155,0.16
23156,0.08
23157,0.16
23158,0.16
23159,0.12
23163,0.08
23164,0.08
23166,0.08
23172,0.08
23180,0.16
23183,0.0
23188,0.16
23189,0.0
23191,0.16
23192,0.2
23193,0.2
23195,0.24
23196,0.2
23200,0.12
23201,0.12
23202,0.08
23205,0.2
23209,0.12
23212,0.2
23214,0.16
23216,0.24
23218,0.04
23219,0.08
23220,0.08
23221,0.04
23225,0.08
23226,0.16
23229,0.16
23233,0.04
23236,0.12
23237,0.08
23238,0.12
23241,0.12
23243,0.32
23244,0.16
23246,0.08
23252,0.16
23257,0.16
23258,0.2
23259,0.08
23260,0.12
23261,0.04
23262,0.08
23264,0.0
23267,0.24
23268,0.04
23270,0.12
23271,0.2
23272,0.16
23274,0.0
23275,0.16
23277,0.16
23278,0.12
23279,0.16
23281,0.08
23282,0.04
23283,0.0
23288,0.04
23289,0.0
23291,0.2
23292,0.12
23294,0.0
23299,0.2
23304,0.04
23305,0.24
23310,0.2
23312,0.12
23313,0.28
23314,0.2
23315,0.2
23320,0.2
23322,0.16
23324,0.2
23325,0.08
23326,0.16
23327,0.12
23329,0.16
23330,0.04
23332,0.2
23336,0.16
23339,0.08
23340,0.36
23341,0.12
23343,0.04
23344,0.08
23345,0.28
23348,0.12
23349,0.0
23351,0.16
23354,0.08
23355,0.12
23357,0.16
23358,0.24
23359,0.04
23360,0.16
23361,0.0
23362,0.04
23363,0.0
23366,0.08
23367,0.04
23370,0.16
23371,0.16
23373,0.04
23374,0.12
23376,0.08
23377,0.24
23378,0.12
23382,0.08
23385,0.08
23387,0.2
23391,0.04
23393,0.32
23395,0.16
23396,0.04
23397,0.24
23398,0.12
23400,0.12
23405,0.28
23409,0.12
23412,0.16
23413,0.12
23416,0.28
23419,0.16
23421,0.16
23422,0.08
23423,0.12
23424,0.08
23425,0.04
23426,0.04
23428,0.12
23430,0.04
23432,0.2
23434,0.24
23435,0.16
23438,0.16
23439,0.16
23442,0.16
23443,0.16
23446,0.2
23450,0.08
23451,0.12
23453,0.08
23457,0.04
23461,0.12
23462,0.2
23463,0.04
23466,0.16
23467,0.12
23468,0.04
23471,0.2
23472,0.36
23473,0.08
23475,0.12
23476,0.04
23478,0.2
23479,0.08
23481,0.12
23482,0.04
23483,0.16
23484,0.12
23487,0.04
23489,0.08
23490,0.16
23492,0.04
23497,0.16
23498,0.08
23499,0.16
23505,0.2
23508,0.04
23510,0.08
23511,0.12
23512,0.08
23514,0.16
23515,0.08
23516,0.04
23519,0.04
23522,0.12
23525,0.0
23526,0.04
23527,0.12
23529,0.04
23532,0.12
23536,0.04
23539,0.12
23541,0.2
23542,0.16
23547,0.08
23550,0.08
23551,0.24
23553,0.12
23555,0.24
23557,0.2
23559,0.12
23560,0.08
23562,0.08
23564,0.08
23566,0.04
23567,0.16
23569,0.16
23570,0.12
23576,0.12
23580,0.0
23581,0.24
23584,0.08
23586,0.16
23587,0.2
23591,0.12
23592,0.04
23595,0.2
23596,0.04
23597,0.04
23600,0.08
23603,0.04
23604,0.12
23605,0.04
23606,0.16
23607,0.08
23608,0.08
23609,0.16
23611,0.16
23612,0.12
23614,0.0
23620,0.12
23624,0.08
23625,0.2
23627,0.08
23629,0.08
23634,0.04
23635,0.16
23636,0.28
23642,0.2
23643,0.16
23646,0.16
23647,0.24
23651,0.08
23652,0.2
23653,0.04
23661,0.12
23662,0.16
23664,0.08
23668,0.08
23670,0.16
23680,0.08
23682,0.04
23683,0.12
23689,0.08
23690,0.04
23691,0.16
23692,0.04
23693,0.04
23694,0.12
23695,0.12
23696,0.12
23699,0.0
23701,0.28
23703,0.08
23704,0.2
23705,0.0
23706,0.08
23707,0.12
23710,0.0
23711,0.2
23712,0.04
23714,0.12
23715,0.12
23716,0.28
23718,0.12
23719,0.24
23722,0.12
23724,0.12
23725,0.2
23726,0.04
23727,0.2
23728,0.2
23729,0.08
23730,0.12
23731,0.04
23732,0.08
23733,0.12
23735,0.04
23738,0.12
23740,0.0
23741,0.16
23742,0.12
23746,0.16
23747,0.08
23748,0.08
23749,0.32
23751,0.16
23752,0.12
23754,0.04
23756,0.08
23757,0.08
23758,0.16
23759,0.08
23761,0.04
23763,0.04
23764,0.08
23765,0.16
23766,0.16
23767,0.12
23771,0.16
23772,0.16
23774,0.04
23777,0.0
23779,0.12
23782,0.08
23785,0.12
23786,0.24
23788,0.24
23789,0.04
23791,0.08
23793,0.08
23796,0.12
23800,0.16
23801,0.16
23803,0.16
23805,0.16
23809,0.08
23812,0.12
23815,0.08
23817,0.08
23818,0.16
23820,0.12
23821,0.2
23823,0.16
23824,0.2
23826,0.2
23827,0.16
23830,0.12
23831,0.08
23833,0.08
23836,0.04
23837,0.16
23842,0.08
23843,0.08
23844,0.12
23845,0.24
23847,0.24
23850,0.24
23851,0.12
23852,0.12
23853,0.24
23857,0.2
23859,0.08
23860,0.16
23861,0.08
23864,0.08
23865,0.12
23866,0.08
23867,0.2
23869,0.24
23870,0.12
23871,0.16
23873,0.16
23876,0.16
23881,0.16
23882,0.16
23887,0.08
23888,0.08
23890,0.28
23892,0.24
23893,0.2
23895,0.16
23896,0.12
23898,0.2
23899,0.04
23900,0.08
23901,0.28
23902,0.08
23905,0.12
23906,0.16
23908,0.08
23909,0.12
23910,0.08
23911,0.08
23913,0.12
23918,0.0
23920,0.12
23923,0.04
23926,0.12
23927,0.08
23931,0.04
23936,0.12
23937,0.08
23940,0.12
23943,0.12
23947,0.04
23948,0.12
23952,0.12
23954,0.04
23955,0.2
23956,0.16
23957,0.04
23958,0.12
23959,0.16
23961,0.08
23964,0.04
23967,0.2
23968,0.12
23970,0.12
23972,0.12
23976,0.12
23978,0.08
23979,0.08
23980,0.04
23983,0.12
23984,0.04
23987,0.08
23988,0.2
23993,0.2
23994,0.12
23996,0.28
23997,0.36
23999,0.2
24002,0.24
24004,0.04
24005,0.08
24006,0.2
24010,0.24
24015,0.08
24016,0.2
24018,0.08
24024,0.16
24025,0.12
24027,0.08
24028,0.16
24030,0.08
24033,0.08
24034,0.12
24035,0.2
24044,0.16
24048,0.08
24049,0.12
24050,0.2
24052,0.12
24056,0.16
24059,0.0
24060,0.2
24064,0.08
24067,0.08
24069,0.2
24070,0.12
24071,0.12
24072,0.12
24076,0.2
24077,0.08
24079,0.08
24080,0.2
24083,0.2
24084,0.04
24086,0.08
24090,0.12
24091,0.08
24097,0.08
24099,0.0
24101,0.12
24104,0.12
24106,0.0
24109,0.0
24110,0.16
24111,0.2
24112,0.16
24113,0.16
24116,0.2
24118,0.12
24121,0.04
24122,0.08
24124,0.24
24125,0.28
24127,0.12
24128,0.12
24130,0.12
24131,0.28
24135,0.04
24136,0.2
24137,0.16
24140,0.16
24144,0.28
24146,0.2
24147,0.12
24148,0.16
24151,0.16
24152,0.12
24154,0.12
24155,0.04
24158,0.2
24162,0.12
24163,0.08
24164,0.16
24165,0.08
24167,0.12
24170,0.12
24171,0.08
24175,0.16
24177,0.2
24178,0.04
24179,0.12
24181,0.0
24188,0.0
24189,0.16
24190,0.16
24191,0.08
24192,0.16
24194,0.12
24202,0.12
24203,0.16
24204,0.12
24205,0.08
24207,0.08
24209,0.04
24210,0.2
24211,0.16
24213,0.08
24214,0.12
24215,0.12
24218,0.08
24220,0.08
24223,0.12
24224,0.0
24225,0.08
24226,0.08
24232,0.12
24233,0.12
24234,0.08
24235,0.08
24236,0.12
24237,0.04
24239,0.16
24240,0.08
24241,0.28
24246,0.0
24247,0.08
24249,0.2
24250,0.08
24252,0.12
24253,0.12
24254,0.16
24255,0.24
24258,0.16
24260,0.04
24261,0.16
24262,0.04
24263,0.08
24265,0.16
24267,0.12
24268,0.12
24270,0.24
24272,0.04
24273,0.16
24274,0.2
24278,0.08
24281,0.08
24282,0.08
24283,0.16
24285,0.08
24286,0.12
24288,0.04
24293,0.08
24294,0.16
24295,0.0
24296,0.12
24297,0.2
24298,0.04
24300,0.24
24301,0.04
24302,0.12
24305,0.2
24306,0.04
24308,0.2
24314,0.04
24315,0.0
24319,0.12
24321,0.24
24323,0.24
24324,0.12
24326,0.04
24327,0.04
24328,0.04
24329,0.08
24330,0.16
24333,0.08
24334,0.12
24335,0.08
24338,0.16
24341,0.28
24343,0.12
24344,0.2
24345,0.12
24346,0.24
24347,0.2
24348,0.08
24351,0.12
24352,0.16
24353,0.24
24355,0.2
24359,0.24
24361,0.04
24362,0.28
24363,0.08
24364,0.16
24365,0.04
24367,0.12
24368,0.2
24369,0.04
24370,0.16
24371,0.12
24372,0.0
24374,0.2
24378,0.2
24382,0.16
24386,0.16
24389,0.04
24390,0.08
24391,0.04
24393,0.04
24394,0.12
24396,0.16
24397,0.16
24398,0.08
24400,0.12
24401,0.12
24402,0.12
24403,0.16
24410,0.08
24419,0.08
24423,0.12
24426,0.16
24429,0.24
24430,0.24
24433,0.24
24434,0.24
24435,0.2
24436,0.08
24438,0.08
24439,0.08
24441,0.04
24444,0.16
24446,0.12
24447,0.12
24449,0.08
24451,0.2
24453,0.08
24459,0.24
24460,0.0
24461,0.08
24465,0.0
24466,0.16
24470,0.08
24471,0.08
24472,0.04
24473,0.04
24474,0.24
24477,0.16
24482,0.16
24487,0.04
24488,0.0
24490,0.04
24491,0.08
24494,0.04
24495,0.28
24497,0.08
24500,0.04
24502,0.16
24510,0.12
24511,0.16
24512,0.04
24515,0.04
24521,0.04
24523,0.16
24524,0.08
24525,0.08
24526,0.2
24528,0.12
24529,0.08
24531,0.12
24533,0.08
24534,0.0
24536,0.2
24537,0.16
24539,0.16
24540,0.12
24541,0.12
24542,0.16
24543,0.16
24550,0.08
24552,0.0
24553,0.2
24554,0.12
24555,0.12
24556,0.16
24558,0.08
24559,0.0
24561,0.12
24562,0.12
24563,0.08
24566,0.08
24567,0.12
24568,0.12
24570,0.04
24571,0.0
24573,0.12
24575,0.16
24576,0.0
24580,0.2
24582,0.04
24583,0.0
24584,0.08
24587,0.04
24588,0.12
24589,0.08
24591,0.16
24592,0.2
24593,0.04
24594,0.2
24595,0.2
24598,0.08
24600,0.28
24602,0.12
24604,0.12
24606,0.04
24607,0.24
24609,0.12
24610,0.2
24613,0.12
24616,0.2
24617,0.08
24618,0.04
24620,0.0
24621,0.12
24622,0.08
24623,0.28
24624,0.08
24626,0.12
24629,0.2
24630,0.08
24631,0.08
24632,0.0
24637,0.04
24639,0.2
24643,0.08
24644,0.12
24645,0.08
24646,0.04
24648,0.0
24649,0.08
24650,0.08
24652,0.2
24654,0.08
24657,0.12
24658,0.16
24660,0.12
24661,0.08
24665,0.0
24666,0.2
24667,0.12
24670,0.08
24671,0.2
24673,0.08
24675,0.16
24676,0.2
24677,0.16
24679,0.12
24681,0.04
24687,0.12
24688,0.12
24690,0.2
24691,0.04
24694,0.0
24696,0.12
24699,0.12
24700,0.08
24701,0.24
24702,0.12
24705,0.16
24710,0.16
24711,0.08
24712,0.12
24713,0.08
24714,0.16
24716,0.04
24721,0.12
24722,0.0
24724,0.12
24727,0.04
24728,0.0
24733,0.12
24734,0.2
24736,0.12
24737,0.28
24738,0.12
24739,0.08
24740,0.12
24741,0.12
24742,0.12
24745,0.16
24747,0.12
24748,0.04
24749,0.04
24751,0.16
24752,0.2
24756,0.0
24758,0.04
24759,0.12
24762,0.16
24765,0.16
24766,0.04
24768,0.28
24769,0.04
24772,0.12
24775,0.12
24776,0.12
24780,0.28
24781,0.2
24782,0.04
24783,0.16
24784,0.08
24787,0.04
24790,0.16
24792,0.04
24799,0.12
24801,0.08
24802,0.16
24803,0.08
24804,0.04
24806,0.04
24807,0.16
24809,0.2
24812,0.12
24817,0.08
24818,0.04
24819,0.04
24820,0.12
24821,0.04
24822,0.08
24824,0.04
24828,0.28
24831,0.16
24832,0.08
24837,0.24
24838,0.12
24839,0.12
24842,0.2
24845,0.04
24847,0.16
24848,0.08
24849,0.24
24851,0.16
24852,0.0
24853,0.0
24854,0.08
24860,0.08
24867,0.08
24868,0.08
24870,0.0
24871,0.24
24872,0.16
24873,0.0
24874,0.08
24875,0.16
24876,0.12
24878,0.08
24886,0.08
24887,0.12
24888,0.04
24890,0.08
24892,0.16
24894,0.04
24895,0.12
24896,0.12
24897,0.08
24898,0.2
24899,0.16
24900,0.12
24905,0.12
24906,0.04
24907,0.2
24908,0.12
24910,0.08
24911,0.16
24912,0.16
24913,0.2
24916,0.12
24917,0.08
24920,0.08
24924,0.04
24925,0.12
24926,0.08
24927,0.12
24928,0.16
24930,0.12
24931,0.16
24933,0.12
24935,0.28
24936,0.04
24941,0.0
24942,0.2
24943,0.24
24944,0.2
24946,0.12
24950,0.08
24951,0.24
24954,0.0
24955,0.16
24957,0.04
24960,0.16
24963,0.12
24964,0.08
24967,0.08
24968,0.16
24969,0.08
24972,0.16
24974,0.16
24975,0.04
24976,0.04
24978,0.12
24979,0.16
24980,0.08
24983,0.0
24987,0.12
24989,0.04
24991,0.04
24993,0.04
24996,0.04
24997,0.08
24999,0.16
25001,0.0
25003,0.08
25007,0.16
25010,0.08
25013,0.2
25014,0.24
25017,0.04
25018,0.04
25021,0.16
25022,0.08
25023,0.12
25025,0.16
25026,0.12
25029,0.0
25030,0.16
25031,0.2
25032,0.04
25033,0.04
25034,0.12
25035,0.0
25036,0.28
25038,0.04
25040,0.08
25043,0.12
25045,0.2
25047,0.12
25050,0.12
25051,0.28
25052,0.2
25055,0.12
25058,0.4
25059,0.08
25062,0.16
25063,0.28
25064,0.0
25065,0.12
25068,0.08
25070,0.04
25075,0.12
25079,0.12
25080,0.12
25082,0.2
25085,0.0
25087,0.2
25088,0.12
25090,0.04
25092,0.16
25093,0.08
25094,0.2
25096,0.08
25102,0.08
25103,0.04
25106,0.08
25108,0.08
25109,0.08
25110,0.12
25112,0.04
25114,0.08
25115,0.12
25118,0.2
25119,0.2
25120,0.2
25121,0.08
25122,0.04
25123,0.2
25124,0.12
25127,0.04
25132,0.12
25133,0.04
25139,0.24
25140,0.16
25142,0.04
25143,0.08
25145,0.12
25146,0.2
25149,0.12
