company_id,type,country,authority,registration_number
1465123,"CompanyRegistrationNumber","United Kingdom","Companies House","05634727"
13647334,"CompanyRegistrationNumber","United Kingdom","Companies House","01143172"
1301279,"CompanyRegistrationNumber","United Kingdom","Companies House","05119740"
1684579,"CompanyRegistrationNumber","United Kingdom","Companies House","06254309"
781258,"CompanyRegistrationNumber","United Kingdom","Companies House","03126119"
1109004,"CompanyRegistrationNumber","United Kingdom","Companies House","04518941"
3130952,"CompanyRegistrationNumber","United Kingdom","Companies House","SC310068"
3115604,"CompanyRegistrationNumber","United Kingdom","Companies House","SC273241"
976819,"CompanyRegistrationNumber","United Kingdom","Companies House","04053902"
3576382,"CompanyRegistrationNumber","United Kingdom","Companies House","03493465"
4798769,"CompanyRegistrationNumber","United Kingdom","Companies House","08292050"
2864433,"CompanyRegistrationNumber","United Kingdom","Companies House","08011896"
4787980,"CompanyRegistrationNumber","United Kingdom","Companies House","08280874"
2674012,"CompanyRegistrationNumber","United Kingdom","Companies House","07810066"
2182889,"CompanyRegistrationNumber","United Kingdom","Companies House","07218156"
15112904,"CompanyRegistrationNumber","United Kingdom","Companies House","08676396"
11262729,"CompanyRegistrationNumber","United Kingdom","Companies House","07791787"
84342,"CompanyRegistrationNumber","United Kingdom","Companies House","06833730"
1767242,"CompanyRegistrationNumber","United Kingdom","Companies House","06451289"
4062852,"","","","GB01514582"
7155760,"CompanyRegistrationNumber","","","12 094 225 073"
7155760,"CompanyRegistrationNumber","","","14 094 225 082"
7155760,"CompanyRegistrationNumber","","","16 094 225 091"
7155760,"CompanyRegistrationNumber","","","34 139 626 994"
7155760,"CompanyRegistrationNumber","","","45 090 513 849"
7155760,"CompanyRegistrationNumber","","","47 091 509 796"
7155760,"CompanyRegistrationNumber","","","64 094 218 443"
7155760,"CompanyRegistrationNumber","","","65 133 058 741"
7155760,"CompanyRegistrationNumber","","","79 135 424 878"
7155760,"CompanyRegistrationNumber","","","84 137 606 172"
7155760,"CompanyRegistrationNumber","","","99 094 225 064"
1883893,"CompanyRegistrationNumber","United Kingdom","Companies House","06698373"
1244563,"CompanyRegistrationNumber","United Kingdom","Companies House","04939401"
701864,"CompanyRegistrationNumber","United Kingdom","Companies House","02674221"
9599298,"CompanyRegistrationNumber","United Kingdom","Companies House","SC442345"
11252214,"CompanyRegistrationNumber","United Kingdom","Companies House","08466538"
2866869,"CompanyRegistrationNumber","United Kingdom","Companies House","08014403"
12134237,"CompanyRegistrationNumber","United Kingdom","Companies House","08524247"
4310388,"CompanyRegistrationNumber","United Kingdom","Companies House","08140476"
4738685,"CompanyRegistrationNumber","United Kingdom","Companies House","08264750"
1958723,"CompanyRegistrationNumber","United Kingdom","Companies House","06843293"
1801999,"CompanyRegistrationNumber","United Kingdom","Companies House","06526077"
3084276,"CompanyRegistrationNumber","United Kingdom","Companies House","SC177100"
1167809,"CompanyRegistrationNumber","United Kingdom","Companies House","04690741"
749168,"CompanyRegistrationNumber","United Kingdom","Companies House","02950580"
2314177,"CompanyRegistrationNumber","United Kingdom","Companies House","07407824"
664929,"CompanyRegistrationNumber","United Kingdom","Companies House","02416305"
4596909,"CompanyRegistrationNumber","United Kingdom","Companies House","08258427"
4232153,"CompanyRegistrationNumber","United Kingdom","Companies House","06933140"
2304172,"CompanyRegistrationNumber","United Kingdom","Companies House","07393493"
4474280,"CompanyRegistrationNumber","United Kingdom","Companies House","08197436"
994705,"CompanyRegistrationNumber","United Kingdom","Companies House","04125411"
868154,"CompanyRegistrationNumber","United Kingdom","Companies House","03565080"
11233797,"CompanyRegistrationNumber","United Kingdom","Companies House","08447425"
832377,"CompanyRegistrationNumber","United Kingdom","Companies House","03386734"
3371501,"CompanyRegistrationNumber","United Kingdom","Companies House","07449724"
4574409,"CompanyRegistrationNumber","United Kingdom","Companies House","08224914"
12381120,"CompanyRegistrationNumber","United Kingdom","Companies House","06363970"
1413558,"CompanyRegistrationNumber","United Kingdom","Companies House","05475235"
2112449,"CompanyRegistrationNumber","United Kingdom","Companies House","07111620"
2619701,"CompanyRegistrationNumber","United Kingdom","Companies House","07751165"
13554198,"CompanyRegistrationNumber","United Kingdom","Companies House","08600664"
3587000,"CompanyRegistrationNumber","United Kingdom","Companies House","02888713"
2333834,"CompanyRegistrationNumber","United Kingdom","Companies House","07432154"
2925927,"CompanyRegistrationNumber","United Kingdom","Companies House","08074861"
1065351,"CompanyRegistrationNumber","United Kingdom","Companies House","04382505"
1829271,"CompanyRegistrationNumber","United Kingdom","Companies House","06582468"
2578923,"CompanyRegistrationNumber","United Kingdom","Companies House","07706688"
64392,"CompanyRegistrationNumber","","","Z2607836"
64392,"CompanyRegistrationNumber","United Kingdom","Companies House","07314708"
3353669,"CompanyRegistrationNumber","United Kingdom","Companies House","07062169"
2166266,"CompanyRegistrationNumber","United Kingdom","Companies House","07194186"
1999385,"CompanyRegistrationNumber","United Kingdom","Companies House","06916223"
2072085,"CompanyRegistrationNumber","United Kingdom","Companies House","07045497"
11221086,"CompanyRegistrationNumber","United Kingdom","Companies House","08434162"
2876911,"CompanyRegistrationNumber","United Kingdom","Companies House","08024691"
4784729,"CompanyRegistrationNumber","United Kingdom","Companies House","08277509"
3103522,"CompanyRegistrationNumber","United Kingdom","Companies House","SC242664"
853155,"CompanyRegistrationNumber","United Kingdom","Companies House","03491059"
4791044,"CompanyRegistrationNumber","United Kingdom","Companies House","08284051"
500572,"CompanyRegistrationNumber","United Kingdom","Companies House","00988415"
1339891,"CompanyRegistrationNumber","United Kingdom","Companies House","05246515"
2961474,"CompanyRegistrationNumber","United Kingdom","Companies House","LP002727"
1431687,"CompanyRegistrationNumber","United Kingdom","Companies House","05531142"
1065945,"CompanyRegistrationNumber","United Kingdom","Companies House","04384613"
3538386,"CompanyRegistrationNumber","United Kingdom","Companies House","04278032"
15106512,"CompanyRegistrationNumber","United Kingdom","Companies House","00070170"
10675104,"CompanyRegistrationNumber","","","38 108 893 992"
5025914,"CompanyRegistrationNumber","United Kingdom","Companies House","SC370017"
1598709,"CompanyRegistrationNumber","United Kingdom","Companies House","06016467"
860461,"CompanyRegistrationNumber","United Kingdom","Companies House","03526716"
4443493,"CompanyRegistrationNumber","United Kingdom","Companies House","08165389"
12155169,"CompanyRegistrationNumber","United Kingdom","Companies House","08545898"
3599552,"CompanyRegistrationNumber","United Kingdom","Companies House","00648065"
1137486,"CompanyRegistrationNumber","United Kingdom","Companies House","04603729"
2703632,"CompanyRegistrationNumber","United Kingdom","Companies House","07842024"
1884380,"CompanyRegistrationNumber","United Kingdom","Companies House","06699503"
4932273,"CompanyRegistrationNumber","United Kingdom","Companies House","05124374"
4935824,"CompanyRegistrationNumber","United Kingdom","Companies House","04256351"
477059,"CompanyRegistrationNumber","United Kingdom","Companies House","00718903"
4191866,"CompanyRegistrationNumber","United Kingdom","Companies House","08097057"
889937,"CompanyRegistrationNumber","United Kingdom","Companies House","03674573"
1198911,"CompanyRegistrationNumber","United Kingdom","Companies House","04785714"
4350456,"CompanyRegistrationNumber","United Kingdom","Companies House","06932252"
3172437,"CompanyRegistrationNumber","United Kingdom","Companies House","SC384480"
14817539,"CompanyRegistrationNumber","United Kingdom","Companies House","04170303"
10916956,"CompanyRegistrationNumber","","","12 094 225 073"
10916956,"CompanyRegistrationNumber","","","14 094 225 082"
10916956,"CompanyRegistrationNumber","","","16 094 225 091"
10916956,"CompanyRegistrationNumber","","","34 139 626 994"
10916956,"CompanyRegistrationNumber","","","45 090 513 849"
10916956,"CompanyRegistrationNumber","","","47 091 509 796"
10916956,"CompanyRegistrationNumber","","","64 094 218 443"
10916956,"CompanyRegistrationNumber","","","65 133 058 741"
10916956,"CompanyRegistrationNumber","","","79 135 424 878"
10916956,"CompanyRegistrationNumber","","","84 137 606 172"
10916956,"CompanyRegistrationNumber","","","99 094 225 064"
2084222,"CompanyRegistrationNumber","United Kingdom","Companies House","07065776"
12538773,"CompanyRegistrationNumber","","","HRB 17601"
1199627,"CompanyRegistrationNumber","United Kingdom","Companies House","04788189"
7872737,"CompanyRegistrationNumber","","","1011389"
440982,"CompanyRegistrationNumber","United Kingdom","Companies House","00200363"
3035118,"CompanyRegistrationNumber","United Kingdom","Companies House","OC346226"
11229328,"CompanyRegistrationNumber","United Kingdom","Companies House","08442756"
3650030,"CompanyRegistrationNumber","United Kingdom","Companies House","01372024"
2795051,"CompanyRegistrationNumber","United Kingdom","Companies House","07939855"
2216000,"CompanyRegistrationNumber","United Kingdom","Companies House","07266435"
1715701,"CompanyRegistrationNumber","United Kingdom","Companies House","06331796"
12966862,"CompanyRegistrationNumber","United Kingdom","Companies House","03644687"
12966029,"CompanyRegistrationNumber","United Kingdom","Companies House","04082184"
1231735,"CompanyRegistrationNumber","United Kingdom","Companies House","04898858"
11216573,"CompanyRegistrationNumber","United Kingdom","Companies House","08429474"
4085076,"CompanyRegistrationNumber","","","SC 023246"
882664,"CompanyRegistrationNumber","United Kingdom","Companies House","03638416"
3038314,"CompanyRegistrationNumber","United Kingdom","Companies House","OC351007"
2228396,"CompanyRegistrationNumber","United Kingdom","Companies House","07284435"
501063,"CompanyRegistrationNumber","United Kingdom","Companies House","00993442"
1516346,"CompanyRegistrationNumber","United Kingdom","Companies House","05784964"
4896540,"CompanyRegistrationNumber","United Kingdom","Companies House","08329520"
2013702,"CompanyRegistrationNumber","United Kingdom","Companies House","06942001"
2594865,"CompanyRegistrationNumber","United Kingdom","Companies House","07724075"
4542490,"CompanyRegistrationNumber","United Kingdom","Companies House","07288492"
1059879,"CompanyRegistrationNumber","United Kingdom","Companies House","04363923"
13554154,"CompanyRegistrationNumber","United Kingdom","Companies House","08600621"
5312057,"CompanyRegistrationNumber","","","200711910C"
872558,"CompanyRegistrationNumber","United Kingdom","Companies House","03587112"
2054354,"CompanyRegistrationNumber","United Kingdom","Companies House","07014145"
9578241,"CompanyRegistrationNumber","United Kingdom","Companies House","08405693"
2427826,"CompanyRegistrationNumber","United Kingdom","Companies House","07540095"
1925879,"CompanyRegistrationNumber","United Kingdom","Companies House","06782048"
534176,"CompanyRegistrationNumber","United Kingdom","Companies House","01332837"
898487,"CompanyRegistrationNumber","United Kingdom","Companies House","03714180"
4575619,"CompanyRegistrationNumber","United Kingdom","Companies House","08226165"
570660,"CompanyRegistrationNumber","United Kingdom","Companies House","01665954"
2588345,"CompanyRegistrationNumber","United Kingdom","Companies House","07716977"
1704435,"CompanyRegistrationNumber","United Kingdom","Companies House","06303969"
4365130,"CompanyRegistrationNumber","United Kingdom","Companies House","04450211"
1229271,"CompanyRegistrationNumber","United Kingdom","Companies House","04889991"
1840737,"CompanyRegistrationNumber","United Kingdom","Companies House","06606837"
1086356,"CompanyRegistrationNumber","United Kingdom","Companies House","04450820"
1586172,"CompanyRegistrationNumber","United Kingdom","Companies House","05984376"
1073141,"CompanyRegistrationNumber","United Kingdom","Companies House","04408347"
476035,"CompanyRegistrationNumber","United Kingdom","Companies House","00707875"
1195844,"CompanyRegistrationNumber","United Kingdom","Companies House","04775116"
11709839,"CompanyRegistrationNumber","United Kingdom","Companies House","08497338"
2216743,"CompanyRegistrationNumber","United Kingdom","Companies House","07267531"
4318082,"CompanyRegistrationNumber","United Kingdom","Companies House","08148490"
12154158,"CompanyRegistrationNumber","United Kingdom","Companies House","08544856"
14133572,"CompanyRegistrationNumber","","","12 094 225 073"
14133572,"CompanyRegistrationNumber","","","14 094 225 082"
14133572,"CompanyRegistrationNumber","","","16 094 225 091"
14133572,"CompanyRegistrationNumber","","","34 139 626 994"
14133572,"CompanyRegistrationNumber","","","45 090 513 849"
14133572,"CompanyRegistrationNumber","","","47 091 509 796"
14133572,"CompanyRegistrationNumber","","","64 094 218 443"
14133572,"CompanyRegistrationNumber","","","65 133 058 741"
14133572,"CompanyRegistrationNumber","","","79 135 424 878"
14133572,"CompanyRegistrationNumber","","","84 137 606 172"
14133572,"CompanyRegistrationNumber","","","99 094 225 064"
3390380,"CompanyRegistrationNumber","United Kingdom","Companies House","05427947"
182294,"CompanyRegistrationNumber","United Kingdom","Companies House","01703715"
510956,"CompanyRegistrationNumber","United Kingdom","Companies House","01099346"
3326954,"CompanyRegistrationNumber","United Kingdom","Companies House","07837376"
2679957,"CompanyRegistrationNumber","United Kingdom","Companies House","07816456"
4701961,"CompanyRegistrationNumber","United Kingdom","Companies House","00696396"
696526,"CompanyRegistrationNumber","United Kingdom","Companies House","02640825"
1060821,"CompanyRegistrationNumber","United Kingdom","Companies House","04367116"
4740715,"CompanyRegistrationNumber","United Kingdom","Companies House","08266853"
11241425,"CompanyRegistrationNumber","United Kingdom","Companies House","08455327"
2381656,"CompanyRegistrationNumber","United Kingdom","Companies House","07487717"
3836023,"CompanyRegistrationNumber","United Kingdom","Companies House","7083583"
1562125,"CompanyRegistrationNumber","United Kingdom","Companies House","05918239"
1652740,"CompanyRegistrationNumber","United Kingdom","Companies House","06172622"
4792488,"CompanyRegistrationNumber","United Kingdom","Companies House","08285540"
2278010,"CompanyRegistrationNumber","United Kingdom","Companies House","07356115"
4224825,"CompanyRegistrationNumber","United Kingdom","Companies House","08027788"
2093322,"CompanyRegistrationNumber","United Kingdom","Companies House","07080830"
2902976,"CompanyRegistrationNumber","United Kingdom","Companies House","08051418"
1748587,"CompanyRegistrationNumber","United Kingdom","Companies House","06409813"
1173020,"CompanyRegistrationNumber","United Kingdom","Companies House","04705558"
3231708,"CompanyRegistrationNumber","United Kingdom","Companies House","OC305794"
530508,"CompanyRegistrationNumber","United Kingdom","Companies House","01298115"
4807325,"CompanyRegistrationNumber","United Kingdom","Companies House","08300932"
11683859,"CompanyRegistrationNumber","United Kingdom","Companies House","08470351"
1438047,"CompanyRegistrationNumber","United Kingdom","Companies House","05550382"
2493247,"CompanyRegistrationNumber","United Kingdom","Companies House","07612603"
1958807,"CompanyRegistrationNumber","United Kingdom","Companies House","06843432"
2921545,"CompanyRegistrationNumber","United Kingdom","Companies House","08070400"
2265353,"CompanyRegistrationNumber","United Kingdom","Companies House","07337691"
10880302,"CompanyRegistrationNumber","","","12 094 225 073"
10880302,"CompanyRegistrationNumber","","","14 094 225 082"
10880302,"CompanyRegistrationNumber","","","16 094 225 091"
10880302,"CompanyRegistrationNumber","","","34 139 626 994"
10880302,"CompanyRegistrationNumber","","","45 090 513 849"
10880302,"CompanyRegistrationNumber","","","47 091 509 796"
10880302,"CompanyRegistrationNumber","","","64 094 218 443"
10880302,"CompanyRegistrationNumber","","","65 133 058 741"
10880302,"CompanyRegistrationNumber","","","79 135 424 878"
10880302,"CompanyRegistrationNumber","","","84 137 606 172"
10880302,"CompanyRegistrationNumber","","","99 094 225 064"
1630387,"CompanyRegistrationNumber","United Kingdom","Companies House","06107376"
4323125,"CompanyRegistrationNumber","United Kingdom","Companies House","08153725"
12960718,"CompanyRegistrationNumber","","","900011"
12960718,"CompanyRegistrationNumber","United Kingdom","Companies House","05899168"
1405157,"CompanyRegistrationNumber","United Kingdom","Companies House","05449304"
868204,"CompanyRegistrationNumber","United Kingdom","Companies House","03565334"
653457,"CompanyRegistrationNumber","United Kingdom","Companies House","02330058"
1899967,"CompanyRegistrationNumber","United Kingdom","Companies House","06731367"
913815,"CompanyRegistrationNumber","United Kingdom","Companies House","03782349"
12337150,"CompanyRegistrationNumber","United Kingdom","Companies House","08558187"
1694781,"CompanyRegistrationNumber","United Kingdom","Companies House","06279338"
4881272,"CompanyRegistrationNumber","United Kingdom","Companies House","07637539"
13636790,"CompanyRegistrationNumber","United Kingdom","Companies House","08345925"
2969546,"CompanyRegistrationNumber","United Kingdom","Companies House","LP011117"
12168281,"CompanyRegistrationNumber","United Kingdom","Companies House","08034639"
2929533,"CompanyRegistrationNumber","United Kingdom","Companies House","08078568"
1557800,"CompanyRegistrationNumber","United Kingdom","Companies House","05906108"
4325251,"CompanyRegistrationNumber","United Kingdom","Companies House","08155925"
725383,"CompanyRegistrationNumber","United Kingdom","Companies House","02816119"
556996,"CompanyRegistrationNumber","United Kingdom","Companies House","01547554"
11723169,"CompanyRegistrationNumber","United Kingdom","Companies House","08511095"
5031919,"CompanyRegistrationNumber","United Kingdom","Companies House","08174614"
2057370,"CompanyRegistrationNumber","United Kingdom","Companies House","07019579"
1818482,"CompanyRegistrationNumber","United Kingdom","Companies House","06559436"
4634649,"CompanyRegistrationNumber","United Kingdom","Companies House","01707312"
4338475,"CompanyRegistrationNumber","United Kingdom","Companies House","08196165"
3514095,"CompanyRegistrationNumber","United Kingdom","Companies House","04141623"
939177,"CompanyRegistrationNumber","United Kingdom","Companies House","03892901"
744449,"CompanyRegistrationNumber","United Kingdom","Companies House","02924098"
2672084,"CompanyRegistrationNumber","United Kingdom","Companies House","07807985"
4495017,"CompanyRegistrationNumber","United Kingdom","Companies House","05049017"
1781973,"CompanyRegistrationNumber","United Kingdom","Companies House","06483774"
1633825,"CompanyRegistrationNumber","United Kingdom","Companies House","06118740"
19068,"CompanyRegistrationNumber","United Kingdom","Companies House","07908386"
4595276,"CompanyRegistrationNumber","United Kingdom","Companies House","SC029843"
1306763,"CompanyRegistrationNumber","United Kingdom","Companies House","05137483"
1530498,"CompanyRegistrationNumber","United Kingdom","Companies House","05830675"
1488193,"CompanyRegistrationNumber","United Kingdom","Companies House","05702342"
6288297,"CompanyRegistrationNumber","","","31004313937"
2066892,"CompanyRegistrationNumber","United Kingdom","Companies House","07036392"
3462026,"CompanyRegistrationNumber","United Kingdom","Companies House","05733718"
978192,"CompanyRegistrationNumber","United Kingdom","Companies House","04059712"
1504558,"CompanyRegistrationNumber","United Kingdom","Companies House","05748935"
756525,"CompanyRegistrationNumber","United Kingdom","Companies House","02992122"
1041632,"CompanyRegistrationNumber","United Kingdom","Companies House","04300962"
4748448,"CompanyRegistrationNumber","United Kingdom","Companies House","08274865"
191944,"CompanyRegistrationNumber","United Kingdom","Companies House","02687109"
2861082,"CompanyRegistrationNumber","United Kingdom","Companies House","08008467"
1680310,"CompanyRegistrationNumber","United Kingdom","Companies House","06244138"
13539587,"CompanyRegistrationNumber","United Kingdom","Companies House","08585500"
1278697,"CompanyRegistrationNumber","United Kingdom","Companies House","05046539"
2119631,"CompanyRegistrationNumber","United Kingdom","Companies House","07123205"
540611,"CompanyRegistrationNumber","United Kingdom","Companies House","01391242"
5037013,"CompanyRegistrationNumber","United Kingdom","Companies House","08049107"
1601877,"CompanyRegistrationNumber","United Kingdom","Companies House","06024833"
3201022,"CompanyRegistrationNumber","United Kingdom","Companies House","SC416414"
4812754,"CompanyRegistrationNumber","United Kingdom","Companies House","08306556"
1699126,"CompanyRegistrationNumber","United Kingdom","Companies House","06291102"
3342661,"CompanyRegistrationNumber","United Kingdom","Companies House","07020947"
1876867,"CompanyRegistrationNumber","United Kingdom","Companies House","06683524"
13584925,"CompanyRegistrationNumber","United Kingdom","Companies House","08632361"
2840854,"CompanyRegistrationNumber","United Kingdom","Companies House","07987700"
1052420,"CompanyRegistrationNumber","United Kingdom","Companies House","04338421"
123976,"CompanyRegistrationNumber","United Kingdom","Companies House","05740570"
1609024,"CompanyRegistrationNumber","United Kingdom","Companies House","06042875"
11271019,"CompanyRegistrationNumber","United Kingdom","Companies House","00207104"
236814,"CompanyRegistrationNumber","United Kingdom","Companies House","6653706"
678240,"CompanyRegistrationNumber","United Kingdom","Companies House","02515504"
11219928,"CompanyRegistrationNumber","United Kingdom","Companies House","08432951"
8183465,"CompanyRegistrationNumber","","","67 093 560 742"
1642792,"CompanyRegistrationNumber","United Kingdom","Companies House","06142223"
536564,"CompanyRegistrationNumber","United Kingdom","Companies House","01354117"
2877951,"CompanyRegistrationNumber","United Kingdom","Companies House","08025766"
1594331,"CompanyRegistrationNumber","United Kingdom","Companies House","06005388"
2178894,"CompanyRegistrationNumber","United Kingdom","Companies House","07212368"
1408653,"CompanyRegistrationNumber","United Kingdom","Companies House","05459537"
954247,"CompanyRegistrationNumber","United Kingdom","Companies House","03955095"
13567508,"CompanyRegistrationNumber","United Kingdom","Companies House","08614390"
515090,"CompanyRegistrationNumber","United Kingdom","Companies House","01146035"
1090272,"CompanyRegistrationNumber","United Kingdom","Companies House","04462666"
13620960,"CompanyRegistrationNumber","United Kingdom","Companies House","08669592"
2137223,"CompanyRegistrationNumber","United Kingdom","Companies House","07151236"
3458741,"CompanyRegistrationNumber","United Kingdom","Companies House","05845655"
4817247,"CompanyRegistrationNumber","United Kingdom","Companies House","08311206"
3017410,"CompanyRegistrationNumber","United Kingdom","Companies House","OC311068"
2578073,"CompanyRegistrationNumber","United Kingdom","Companies House","07705748"
4739014,"CompanyRegistrationNumber","United Kingdom","Companies House","08265088"
934580,"CompanyRegistrationNumber","United Kingdom","Companies House","03873735"
2842298,"CompanyRegistrationNumber","United Kingdom","Companies House","07989177"
1874362,"CompanyRegistrationNumber","United Kingdom","Companies House","06678115"
1781465,"CompanyRegistrationNumber","United Kingdom","Companies House","06482573"
3142276,"CompanyRegistrationNumber","United Kingdom","Companies House","SC334174"
2504377,"CompanyRegistrationNumber","United Kingdom","Companies House","07624892"
5045126,"CompanyRegistrationNumber","United Kingdom","Companies House","06233081"
11234393,"CompanyRegistrationNumber","United Kingdom","Companies House","08448040"
4331069,"CompanyRegistrationNumber","United Kingdom","Companies House","08161965"
3363762,"CompanyRegistrationNumber","United Kingdom","Companies House","06926066"
3544799,"CompanyRegistrationNumber","United Kingdom","Companies House","03675984"
2073572,"CompanyRegistrationNumber","United Kingdom","Companies House","07048046"
4474616,"CompanyRegistrationNumber","United Kingdom","Companies House","08197783"
8788084,"CompanyRegistrationNumber","","","80 970 406 169"
521096,"CompanyRegistrationNumber","United Kingdom","Companies House","01206832"
4470970,"CompanyRegistrationNumber","United Kingdom","Companies House","08194003"
7572249,"CompanyRegistrationNumber","","","HRB 706623"
11243785,"CompanyRegistrationNumber","United Kingdom","Companies House","08457782"
11678707,"CompanyRegistrationNumber","United Kingdom","Companies House","05998270"
485252,"CompanyRegistrationNumber","United Kingdom","Companies House","00814738"
785739,"CompanyRegistrationNumber","United Kingdom","Companies House","03148978"
512965,"CompanyRegistrationNumber","United Kingdom","Companies House","01121780"
13565610,"CompanyRegistrationNumber","United Kingdom","Companies House","08612431"
13709863,"CompanyRegistrationNumber","","","4654498"
1286117,"CompanyRegistrationNumber","United Kingdom","Companies House","05071372"
1511412,"CompanyRegistrationNumber","United Kingdom","Companies House","05768337"
13449185,"CompanyRegistrationNumber","United Kingdom","Companies House","07384902"
1094110,"CompanyRegistrationNumber","United Kingdom","Companies House","04474004"
1967242,"CompanyRegistrationNumber","United Kingdom","Companies House","06858501"
667576,"CompanyRegistrationNumber","United Kingdom","Companies House","02437171"
4004209,"CompanyRegistrationNumber","","","SC 038302"
4615322,"CompanyRegistrationNumber","United Kingdom","Companies House","04785898"
4615322,"CompanyRegistrationNumber","United Kingdom","Companies House","3955231"
2016024,"CompanyRegistrationNumber","United Kingdom","Companies House","06946152"
194148,"CompanyRegistrationNumber","United Kingdom","Companies House","01706721"
2897472,"CompanyRegistrationNumber","United Kingdom","Companies House","08045785"
4810091,"CompanyRegistrationNumber","United Kingdom","Companies House","08303790"
3233483,"CompanyRegistrationNumber","United Kingdom","Companies House","NI029375"
13584772,"CompanyRegistrationNumber","United Kingdom","Companies House","08632204"
1744093,"CompanyRegistrationNumber","United Kingdom","Companies House","06399586"
2510265,"CompanyRegistrationNumber","United Kingdom","Companies House","07631341"
2548046,"CompanyRegistrationNumber","United Kingdom","Companies House","07672852"
2927599,"CompanyRegistrationNumber","United Kingdom","Companies House","08076577"
4316706,"CompanyRegistrationNumber","United Kingdom","Companies House","08147070"
12154455,"CompanyRegistrationNumber","United Kingdom","Companies House","08545154"
4039765,"CompanyRegistrationNumber","","","Ca000706"
14064695,"CompanyRegistrationNumber","","","HRB 70049"
4827312,"CompanyRegistrationNumber","United Kingdom","Companies House","NI055786"
2548880,"CompanyRegistrationNumber","United Kingdom","Companies House","07673779"
2992694,"CompanyRegistrationNumber","United Kingdom","Companies House","NI055854"
3019645,"CompanyRegistrationNumber","United Kingdom","Companies House","OC316528"
2123672,"CompanyRegistrationNumber","United Kingdom","Companies House","07129741"
3053399,"CompanyRegistrationNumber","United Kingdom","Companies House","OC368734"
4326029,"CompanyRegistrationNumber","United Kingdom","Companies House","08156723"
630105,"CompanyRegistrationNumber","United Kingdom","Companies House","02153633"
568133,"CompanyRegistrationNumber","United Kingdom","Companies House","01644144"
1055199,"CompanyRegistrationNumber","United Kingdom","Companies House","04347573"
2956134,"CompanyRegistrationNumber","United Kingdom","Companies House","IP13235R"
3368907,"CompanyRegistrationNumber","United Kingdom","Companies House","06850350"
2051630,"CompanyRegistrationNumber","United Kingdom","Companies House","07009228"
12678577,"CompanyRegistrationNumber","","","HRB 10414"
32790,"CompanyRegistrationNumber","United Kingdom","Companies House","07808408"
15150327,"CompanyRegistrationNumber","United Kingdom","Companies House","SC459778"
3007078,"CompanyRegistrationNumber","United Kingdom","Companies House","NI606978"
13532412,"CompanyRegistrationNumber","United Kingdom","Companies House","08578077"
4206252,"CompanyRegistrationNumber","United Kingdom","Companies House","08112042"
3350260,"CompanyRegistrationNumber","United Kingdom","Companies House","06901684"
2095303,"CompanyRegistrationNumber","United Kingdom","Companies House","07084055"
1846671,"CompanyRegistrationNumber","United Kingdom","Companies House","06619899"
2949245,"CompanyRegistrationNumber","United Kingdom","Companies House","FC027163"
4200459,"CompanyRegistrationNumber","United Kingdom","Companies House","08105992"
3588746,"CompanyRegistrationNumber","United Kingdom","Companies House","01377014"
2070576,"CompanyRegistrationNumber","United Kingdom","Companies House","07042864"
726397,"CompanyRegistrationNumber","United Kingdom","Companies House","02822178"
9608575,"CompanyRegistrationNumber","United Kingdom","Companies House","06175221"
1010588,"CompanyRegistrationNumber","United Kingdom","Companies House","04185299"
2697434,"CompanyRegistrationNumber","United Kingdom","Companies House","07835362"
1600668,"CompanyRegistrationNumber","United Kingdom","Companies House","06021781"
3129053,"CompanyRegistrationNumber","United Kingdom","Companies House","SC305575"
1529834,"CompanyRegistrationNumber","United Kingdom","Companies House","05828862"
2990300,"CompanyRegistrationNumber","United Kingdom","Companies House","NI050614"
454663,"CompanyRegistrationNumber","United Kingdom","Companies House","00455136"
3370951,"CompanyRegistrationNumber","United Kingdom","Companies House","07323743"
541726,"CompanyRegistrationNumber","United Kingdom","Companies House","01401605"
2307196,"CompanyRegistrationNumber","United Kingdom","Companies House","07397787"
1198011,"CompanyRegistrationNumber","United Kingdom","Companies House","04782373"
1881347,"CompanyRegistrationNumber","United Kingdom","Companies House","06693101"
3534311,"CompanyRegistrationNumber","United Kingdom","Companies House","04198370"
15133726,"CompanyRegistrationNumber","United Kingdom","Companies House","08697870"
2257305,"CompanyRegistrationNumber","United Kingdom","Companies House","07326138"
2440609,"CompanyRegistrationNumber","United Kingdom","Companies House","07554370"
2859420,"CompanyRegistrationNumber","United Kingdom","Companies House","08006774"
9573541,"CompanyRegistrationNumber","United Kingdom","Companies House","08400772"
584375,"CompanyRegistrationNumber","United Kingdom","Companies House","01788311"
2788707,"CompanyRegistrationNumber","United Kingdom","Companies House","07933114"
2071173,"CompanyRegistrationNumber","United Kingdom","Companies House","07043934"
4732642,"CompanyRegistrationNumber","United Kingdom","Companies House","08258502"
2247111,"CompanyRegistrationNumber","United Kingdom","Companies House","07311583"
11700251,"CompanyRegistrationNumber","United Kingdom","Companies House","08487407"
3495304,"CompanyRegistrationNumber","United Kingdom","Companies House","04478725"
3083811,"CompanyRegistrationNumber","United Kingdom","Companies House","SC174959"
4457752,"CompanyRegistrationNumber","United Kingdom","Companies House","08180252"
12971290,"CompanyRegistrationNumber","United Kingdom","Companies House","00851086"
875356,"CompanyRegistrationNumber","United Kingdom","Companies House","03600598"
2082597,"CompanyRegistrationNumber","United Kingdom","Companies House","07063018"
